age,overall,pace,shooting,passing,dribbling,defending,physicality,height_cm,weight_kg,international_reputation,weak_foot,skill_moves,wage_eur,release_clause_eur,value_eur,player_positions
17,59,38,61,27,61,94,84,197,88,5,5,2,75351,3023032,14815044,Goalkeeper
29,91,46,68,90,61,52,69,197,94,1,4,3,102745,9832378,15291945,Goalkeeper
21,81,94,97,96,66,85,53,163,72,3,3,4,83103,5544259,15857736,Midfielder
29,91,32,75,73,63,21,71,194,79,2,2,3,120228,17264994,17299841,Goalkeeper
19,75,55,66,40,60,59,57,192,78,3,5,4,60469,6106277,13350532,Goalkeeper
36,74,82,27,94,22,77,80,162,74,4,4,2,56491,3627163,13133509,Defender
23,60,60,74,33,20,70,51,178,85,2,3,2,82269,7686735,12865382,Defender
18,72,55,37,94,98,82,37,168,79,1,5,2,64075,6070430,12212128,Defender
34,83,52,54,21,30,60,43,178,95,5,2,5,91967,10779580,17030060,Defender
29,89,59,51,80,26,86,74,178,65,5,3,1,88969,12301234,17155633,Defender
35,72,39,43,36,31,92,67,185,74,4,3,5,96848,14092472,15860275,Goalkeeper
32,78,93,26,97,57,87,61,172,63,5,1,3,100164,11633737,17950487,Defender
23,80,51,32,67,73,14,91,181,65,5,1,1,88488,8451452,16726232,Defender
29,56,44,88,27,86,37,96,167,61,4,3,2,41909,2388471,11704383,Attacker
21,89,85,61,75,72,19,90,183,95,1,5,2,110334,8646161,16676403,Goalkeeper
37,82,49,50,36,51,90,42,185,74,2,2,2,97758,8666704,15179563,Goalkeeper
31,70,76,93,88,64,61,76,162,71,2,4,4,57263,2600000,12082189,Attacker
34,51,82,45,31,70,89,83,166,99,4,1,3,74771,4543718,13075617,Defender
29,67,82,95,57,56,26,81,161,66,3,2,5,46961,6956535,12236012,Attacker
34,82,30,51,37,78,74,54,192,81,4,3,3,75685,9142960,15322126,Goalkeeper
18,86,31,71,45,73,30,52,171,67,4,2,4,112799,9908354,18509908,Attacker
25,83,87,39,56,37,63,59,171,70,4,2,4,104904,5992526,17467901,Defender
34,69,48,59,89,20,58,40,169,61,4,2,3,92125,9103213,15025260,Defender
24,84,91,78,60,40,31,64,186,89,5,3,4,114896,6643863,19431680,Goalkeeper
35,67,41,96,98,47,78,56,177,63,5,1,1,92907,4940148,16336957,Defender
28,73,55,33,61,35,73,96,163,84,1,4,2,76686,3163356,12587292,Defender
22,57,56,63,95,67,45,76,199,80,4,5,5,74573,5332145,13785971,Goalkeeper
29,79,58,67,60,47,30,79,182,84,2,1,4,63484,6031410,13429500,Defender
24,93,44,62,66,41,65,37,180,68,3,4,5,89478,4395097,17203617,Defender
34,59,75,35,33,20,82,84,195,67,5,3,2,76926,4158023,13903347,Goalkeeper
30,72,30,54,20,61,57,71,189,64,2,4,3,83871,6452758,13202208,Goalkeeper
35,60,89,72,36,89,85,96,180,87,5,3,2,77055,6838153,14530809,Defender
29,51,86,53,74,22,27,49,182,61,1,4,5,30093,3655516,7837185,Midfielder
21,75,32,22,72,63,24,74,180,80,3,1,1,77452,7589938,14634941,Defender
36,85,47,87,50,46,53,64,167,67,5,3,3,122184,12722302,19056716,Defender
19,82,81,24,81,70,54,49,198,93,3,2,4,88315,10027749,16298008,Goalkeeper
23,62,89,29,27,43,45,53,172,82,3,3,1,84379,7097788,13142274,Defender
32,89,63,71,49,39,49,86,199,74,2,3,2,94066,6695241,15039647,Goalkeeper
24,74,89,48,96,51,60,84,181,86,5,4,5,104655,13191813,17794824,Defender
16,53,55,50,85,32,39,38,166,61,3,3,5,74838,9683921,13034298,Midfielder
35,91,48,85,64,62,35,45,183,87,4,4,5,130117,6307792,19754618,Goalkeeper
29,68,51,95,37,39,94,84,164,70,3,1,2,83073,11996101,13945222,Defender
26,67,62,88,64,21,40,87,185,80,3,3,3,53844,7623811,12064465,Goalkeeper
36,86,67,56,38,87,65,93,169,91,5,2,4,109961,14790341,18833617,Defender
18,79,64,46,96,79,70,78,170,91,4,2,1,77574,6261696,15453083,Defender
24,68,96,52,87,23,26,58,199,66,3,1,2,95578,12526587,15171995,Goalkeeper
29,72,39,87,69,36,90,36,197,81,5,2,5,95584,10071401,17018680,Goalkeeper
24,65,44,78,44,20,33,98,170,73,5,4,4,48878,2671054,13326212,Defender
19,50,40,83,57,52,13,31,189,72,3,3,5,62936,7740244,11804500,Goalkeeper
19,61,53,63,55,49,18,62,163,80,1,5,2,58606,4614132,10688164,Attacker
23,73,33,68,87,24,11,77,161,81,1,3,5,60598,3942490,12016280,Midfielder
17,83,42,72,75,31,44,66,172,93,2,3,2,104972,14212690,15720673,Defender
24,57,86,93,58,51,47,59,198,69,1,5,5,43145,5758704,10011232,Goalkeeper
29,67,66,68,82,57,54,70,176,60,1,2,2,67521,9029231,11375529,Defender
37,54,77,85,26,36,24,33,182,60,5,2,5,33074,4403565,11656152,Attacker
24,75,30,82,77,77,51,68,169,83,5,3,4,101734,9818093,17695759,Attacker
31,79,89,44,78,59,12,53,172,62,3,2,4,107742,11208447,17069999,Midfielder
32,62,41,23,67,43,40,79,198,90,3,4,5,81741,11759576,13318481,Goalkeeper
31,68,50,70,24,31,61,66,188,72,5,4,5,67558,3075303,14106511,Goalkeeper
27,78,40,30,55,38,50,82,175,63,3,5,2,64541,8180659,13202618,Defender
18,52,73,36,44,48,66,54,162,82,5,3,2,32084,2988692,12089403,Defender
26,75,87,85,64,71,51,60,195,65,1,4,2,92163,13585646,13459745,Goalkeeper
29,89,73,89,38,36,62,67,163,93,3,1,3,87697,9357870,15536036,Defender
33,61,63,92,26,92,65,87,195,77,1,2,5,51207,2535018,10703104,Goalkeeper
36,51,54,88,77,40,85,82,175,95,2,3,5,75572,9662554,11887782,Defender
36,60,33,48,85,79,81,79,165,85,3,4,5,74479,8246358,13054355,Defender
20,93,93,92,58,94,62,33,187,92,5,5,5,122182,5849015,21179341,Goalkeeper
31,77,45,91,37,39,94,81,195,92,5,4,2,84295,2619809,16135148,Goalkeeper
35,67,39,39,20,72,94,60,182,84,2,1,2,51913,4944073,10776751,Defender
20,62,95,46,82,82,41,43,171,76,5,4,3,75110,4429889,15886634,Midfielder
18,86,64,27,22,76,90,30,190,62,1,3,2,117517,15755384,15992025,Goalkeeper
27,71,35,80,40,48,63,72,171,81,5,5,5,67157,4036914,14732742,Defender
16,61,48,47,49,20,46,88,191,94,2,5,5,86480,9473256,12686755,Goalkeeper
36,51,88,89,30,78,17,90,184,63,4,1,1,44639,3187921,11701455,Goalkeeper
24,86,82,22,41,83,91,70,188,87,4,3,2,83591,6021742,16623600,Goalkeeper
24,56,37,88,76,91,20,47,178,72,1,1,1,61563,3190058,10710667,Attacker
19,75,39,92,22,90,63,89,181,89,4,1,5,103609,9358649,17865447,Defender
18,75,96,26,49,63,69,98,183,71,5,1,2,101034,10054156,17517882,Goalkeeper
32,73,67,79,64,67,19,88,192,62,2,4,5,75174,7496474,14220506,Goalkeeper
17,61,58,23,55,94,79,71,195,80,1,2,1,71274,9464703,11455501,Goalkeeper
16,65,44,24,91,34,90,65,199,99,4,4,1,83710,9064258,14668326,Goalkeeper
23,72,52,30,83,54,51,69,175,60,5,3,4,72172,8576093,16016082,Defender
28,89,75,34,73,42,46,59,161,77,5,1,4,88337,6078803,17844060,Defender
30,58,57,83,87,72,89,40,167,72,3,1,2,53629,4316183,11942211,Defender
23,81,55,32,69,64,85,54,172,66,3,2,2,89471,2880528,15456439,Defender
27,64,39,26,50,32,67,74,189,72,2,5,2,66265,2617011,11730781,Goalkeeper
37,86,76,25,48,53,94,80,160,76,1,1,2,92438,7045102,14739592,Defender
27,62,33,75,78,57,68,72,171,91,4,4,2,85461,4714716,14719717,Defender
29,54,84,83,55,89,33,95,166,88,4,1,2,60938,7772954,12668183,Attacker
30,60,95,69,96,87,37,76,173,89,5,3,2,66387,7380799,14501193,Midfielder
30,59,96,49,92,24,46,53,194,70,4,2,1,40911,5990870,11403860,Goalkeeper
24,62,36,41,86,59,30,66,187,73,2,5,1,40514,5527895,10139482,Goalkeeper
34,90,84,44,95,89,42,85,171,69,3,3,1,98399,14496074,17379575,Midfielder
35,64,60,47,30,40,11,75,199,67,5,4,5,76255,5630136,14991176,Goalkeeper
37,91,48,58,30,47,92,57,183,90,1,3,3,116289,10247986,16386009,Goalkeeper
23,56,57,86,45,22,37,81,160,65,5,1,5,35559,2656793,12276405,Defender
36,89,57,24,72,42,24,44,176,78,4,2,2,91643,13353914,17197573,Defender
34,77,48,84,33,91,10,74,197,78,2,1,3,86469,6772688,14055076,Goalkeeper
21,81,49,34,83,38,37,87,187,71,1,2,1,107178,4717056,14930414,Goalkeeper
35,84,42,86,29,94,59,96,192,98,5,4,1,115556,6940430,19414855,Goalkeeper
34,64,72,59,50,69,44,70,183,77,4,3,4,55451,4490334,12926150,Goalkeeper
19,85,40,88,55,93,37,94,165,62,5,2,2,84227,8621415,18194681,Attacker
22,70,77,96,29,77,18,69,180,68,1,3,2,84760,8829481,12889333,Attacker
19,55,44,62,45,39,33,34,163,65,4,2,4,70489,8532977,13224725,Defender
37,50,46,20,39,91,72,57,192,60,3,1,5,31822,3428630,9985158,Goalkeeper
27,53,83,41,63,72,13,67,169,99,1,2,4,51918,4619875,9853230,Midfielder
28,60,79,81,81,28,65,47,195,88,3,2,2,77186,2595038,12533371,Goalkeeper
18,93,57,98,92,23,50,66,172,94,3,5,1,100295,11373794,17377459,Midfielder
37,75,33,45,98,60,76,56,195,94,4,4,4,96423,3881505,16331028,Goalkeeper
27,86,51,37,28,44,57,54,168,89,5,1,3,93482,8063510,17451499,Defender
17,72,68,67,90,53,67,98,190,94,5,1,1,57129,7859096,14671152,Goalkeeper
17,78,63,28,43,92,48,56,163,98,2,3,5,87503,8892533,14404935,Defender
24,70,73,20,31,28,34,83,179,81,1,2,1,63605,3426768,11022191,Defender
16,94,71,28,79,94,69,36,167,87,1,2,5,134356,17057163,18700682,Defender
23,94,69,42,97,32,56,56,186,77,4,2,1,97777,6458082,17868939,Goalkeeper
21,76,41,64,35,28,70,88,195,91,4,1,2,67396,6690569,14754719,Goalkeeper
21,88,31,21,48,23,93,60,168,64,2,5,5,89013,9462247,15789414,Defender
37,89,57,33,51,53,36,97,183,93,2,3,5,92443,10883737,15348790,Goalkeeper
33,62,96,57,54,26,51,33,196,90,3,2,4,67150,2538129,12464074,Goalkeeper
32,72,39,59,62,34,61,47,199,92,2,5,1,54742,7253974,11760727,Goalkeeper
27,65,86,82,72,57,57,92,189,63,5,4,5,88802,3877276,16304526,Goalkeeper
21,79,66,35,39,94,41,81,185,73,3,1,5,108024,4466151,17018306,Goalkeeper
23,53,93,94,27,71,33,92,163,74,2,4,1,32693,2773221,10178412,Attacker
34,89,69,25,61,26,12,74,160,79,5,1,1,106268,7934159,18699148,Defender
25,65,89,22,96,64,36,41,179,79,5,3,3,65086,2379130,14762906,Midfielder
16,80,77,33,89,78,82,37,187,94,3,4,4,113118,5646857,17715243,Goalkeeper
28,91,48,85,35,40,49,51,183,63,3,3,5,92246,7629262,16701214,Goalkeeper
32,74,62,94,88,47,32,70,187,77,5,3,1,98831,12797493,16649701,Goalkeeper
18,93,73,86,72,22,16,70,187,83,4,3,5,91538,4078615,18023273,Goalkeeper
23,61,66,50,64,33,90,86,164,86,3,4,3,55398,2356832,11925138,Defender
29,75,65,52,70,21,46,61,191,92,1,4,3,81677,10338636,12661226,Goalkeeper
18,86,50,20,25,48,16,84,189,84,4,4,5,76720,6834053,16079454,Goalkeeper
31,82,31,63,52,37,86,35,180,64,1,2,4,98201,7191250,13998063,Defender
28,77,60,34,98,56,91,68,175,77,2,3,2,99363,8481867,14543258,Defender
35,58,59,56,34,64,31,38,167,79,3,2,5,62332,4943027,12003992,Attacker
32,61,73,46,33,64,87,61,171,94,3,1,3,52302,6476415,11436490,Defender
28,54,41,67,58,43,91,65,191,65,5,4,4,71144,2213950,14474171,Goalkeeper
21,77,80,46,82,65,26,45,184,86,3,5,1,107264,8793398,16925044,Goalkeeper
32,84,78,31,24,31,28,41,162,87,1,1,4,92339,4530387,14052917,Defender
29,54,53,86,71,72,48,70,185,70,4,3,4,35504,2378565,11416677,Goalkeeper
32,83,53,49,35,64,45,96,195,68,2,3,5,78155,3396658,14310936,Goalkeeper
23,83,89,85,57,51,24,87,176,87,4,2,4,116085,9430579,18419113,Attacker
26,62,40,26,72,37,72,38,186,78,1,4,1,54356,5826714,9669468,Goalkeeper
35,88,42,53,96,32,38,46,181,98,2,4,5,119089,13027287,16990764,Midfielder
16,91,93,51,72,23,69,34,197,80,5,1,3,96072,12067531,18535469,Goalkeeper
22,94,49,58,65,42,65,55,194,90,3,1,1,133482,17059182,19065788,Goalkeeper
36,63,57,62,34,81,49,30,166,66,3,1,5,54563,5550585,12872096,Attacker
36,60,31,62,78,73,25,30,162,96,5,5,5,67579,4891232,14300797,Midfielder
32,91,72,97,69,93,42,64,165,84,1,5,2,130821,4730207,17137602,Attacker
25,87,37,22,28,74,25,38,172,87,5,3,1,80877,2774436,16792094,Defender
26,53,42,65,45,88,39,67,174,95,1,3,4,40201,1752424,9396990,Attacker
37,82,64,51,22,59,75,33,185,76,2,3,1,79226,11730183,14507218,Goalkeeper
24,56,52,62,66,33,53,81,192,85,4,4,1,66538,8271823,12375368,Goalkeeper
24,90,75,22,24,47,47,48,174,87,4,3,2,113547,8923053,18408827,Defender
20,57,44,93,81,91,60,34,198,96,5,2,4,69870,6004917,14807631,Goalkeeper
32,86,31,82,24,90,69,77,173,76,3,1,2,98683,11692530,16703765,Defender
24,59,90,59,29,86,27,92,178,76,5,4,2,40590,3723242,12718703,Attacker
32,92,93,37,82,48,14,67,187,92,3,5,2,122875,9000587,18403953,Goalkeeper
36,64,81,86,44,80,49,81,183,93,5,1,1,80083,5761753,15152312,Goalkeeper
34,87,65,81,63,87,15,75,192,82,5,3,2,102331,5644270,18156248,Goalkeeper
22,64,96,29,44,28,85,38,171,89,4,5,3,55420,7552271,13323630,Defender
24,54,98,71,49,36,21,79,169,86,3,5,4,61679,4915721,11777166,Attacker
22,78,96,92,33,68,21,95,166,68,4,5,4,82219,9889593,15798690,Attacker
28,68,76,65,62,82,82,67,160,79,3,1,2,91958,9090181,14739134,Defender
26,59,31,74,47,97,31,56,174,82,2,4,1,44612,5375355,9819576,Attacker
29,61,73,65,38,65,58,49,160,78,2,1,5,45855,3141489,10730052,Defender
34,53,93,94,61,32,59,91,179,96,2,2,5,66073,7944686,11258002,Defender
26,80,57,79,39,64,89,45,161,63,1,3,1,66838,8341128,12436320,Defender
28,67,83,45,98,72,13,42,162,72,4,4,2,84306,3584152,15002044,Midfielder
29,65,96,46,30,36,59,49,195,97,4,4,2,49934,2046078,12596731,Goalkeeper
28,89,65,57,73,66,12,53,175,71,2,3,3,106881,15846122,17169903,Midfielder
16,85,92,41,43,81,25,79,188,68,5,2,5,80194,3540924,16939266,Goalkeeper
23,74,54,45,89,69,23,36,195,74,4,5,5,96142,10785296,17113704,Goalkeeper
27,72,77,88,36,62,73,58,198,80,3,3,4,74923,8971099,13859934,Goalkeeper
34,61,68,54,47,87,50,34,162,74,4,5,2,79163,2978214,14306698,Attacker
27,83,76,85,69,94,77,64,196,64,4,3,1,93426,11172003,17423182,Goalkeeper
23,85,50,92,74,91,68,94,171,64,3,1,2,79432,6381709,15590152,Defender
23,86,59,70,92,47,11,36,179,84,2,2,2,75432,4749265,14508692,Midfielder
36,52,60,37,29,64,19,73,182,83,2,2,3,53772,5906299,10374322,Defender
28,58,55,62,40,60,84,42,181,96,3,3,1,71827,9335709,12784604,Defender
27,67,51,31,77,55,35,67,191,90,4,2,3,86901,8580199,14718198,Goalkeeper
31,92,50,22,53,52,13,42,166,93,4,5,3,125499,16876517,19301127,Defender
16,84,30,26,62,44,37,83,181,73,2,2,3,87844,2870980,14919284,Defender
28,83,66,25,30,38,11,73,161,86,1,2,3,115878,13746905,15649388,Defender
22,90,75,64,52,66,75,42,173,63,2,2,2,92375,4649076,16032483,Defender
20,63,38,58,77,52,25,54,175,82,3,4,4,79336,5103595,13750375,Midfielder
23,53,46,70,65,86,66,53,183,97,1,3,2,72266,7130506,10922758,Goalkeeper
29,78,76,28,80,33,32,58,166,64,1,1,3,110549,6957225,15072373,Defender
28,90,88,42,81,98,32,47,163,86,3,1,3,108399,5439295,17726538,Midfielder
30,94,83,31,20,52,86,34,196,73,5,4,4,110199,15015692,19679397,Goalkeeper
32,64,41,81,40,61,30,47,164,66,2,4,5,65748,9126270,11857354,Attacker
30,77,93,92,81,84,34,92,161,77,4,1,1,72296,2484420,15890322,Attacker
35,91,35,96,83,66,67,66,164,91,2,5,3,93175,8387104,15983774,Defender
33,65,82,59,92,54,46,84,162,61,3,1,3,49306,2684290,12075583,Midfielder
33,61,45,73,75,51,58,41,167,79,4,1,2,83486,11154485,14056309,Defender
17,54,34,26,20,74,86,81,185,88,5,3,3,41882,3581017,12214447,Goalkeeper
19,83,75,36,40,73,24,86,169,85,3,1,3,86950,7600728,16031936,Defender
16,91,43,69,41,95,37,75,193,97,2,1,1,91033,9585476,16308706,Goalkeeper
19,50,73,43,73,70,76,73,195,60,1,2,2,57573,2111483,9532032,Goalkeeper
33,88,92,21,23,78,13,53,171,64,3,4,5,117759,5331629,17650973,Defender
20,81,81,52,84,91,56,38,179,73,3,1,3,97798,8782868,16526474,Midfielder
34,75,55,40,70,33,59,41,188,84,2,1,3,77573,11326032,13201806,Goalkeeper
30,66,82,93,93,37,69,38,173,68,5,5,5,65282,8567131,14757621,Midfielder
23,76,58,72,82,74,71,51,164,89,2,1,4,68887,9418460,13736566,Defender
35,73,48,65,34,75,76,46,186,78,2,3,5,77331,3592690,13619809,Goalkeeper
32,84,76,64,55,68,81,62,163,99,5,5,5,80944,11739702,17124991,Defender
16,91,37,28,48,79,52,76,188,67,5,1,2,127392,14981185,20795036,Goalkeeper
27,88,52,25,71,72,67,44,162,75,3,3,5,92184,6368273,17230715,Defender
34,75,64,70,65,90,61,62,192,67,1,4,2,57915,7745323,11871661,Goalkeeper
30,87,82,54,88,25,85,44,189,82,2,1,5,107247,12835018,16620095,Goalkeeper
24,72,87,72,48,89,78,56,195,68,1,4,3,74086,8770387,12832903,Goalkeeper
22,71,34,38,66,27,55,90,168,91,5,1,3,61203,7231407,14178361,Defender
17,53,45,88,44,34,34,97,160,96,5,5,4,36542,4608035,12307630,Defender
24,58,46,44,35,45,34,77,182,93,2,5,5,34827,5008941,9678697,Defender
25,53,61,30,60,58,44,37,162,77,3,3,1,57033,2647734,11212652,Defender
17,56,81,93,84,22,70,35,191,74,2,2,5,72818,10918526,12391138,Goalkeeper
34,72,49,36,88,76,24,92,183,74,3,3,1,78782,10610419,13655533,Goalkeeper
26,51,95,55,39,29,83,31,165,88,4,1,5,54235,4501248,12490639,Defender
28,73,30,40,88,22,44,51,172,82,3,4,2,94448,4617803,15081009,Defender
25,89,87,37,55,65,38,50,174,82,2,4,3,96928,8186016,15838134,Defender
29,80,73,79,77,41,47,35,189,60,2,1,1,88999,10985450,14242516,Goalkeeper
33,80,35,37,67,86,78,42,171,81,3,2,1,113742,11635171,16457836,Defender
34,89,79,20,21,84,33,30,199,66,1,2,5,90786,5769097,14638627,Goalkeeper
37,92,49,33,48,38,28,51,194,91,3,2,3,133098,10490167,18400711,Goalkeeper
24,83,43,27,35,81,55,53,187,87,4,1,4,86629,12519264,16601532,Goalkeeper
22,73,34,85,54,76,58,93,163,91,4,5,1,58617,7412618,14014047,Defender
18,75,70,70,81,95,53,70,166,92,1,5,3,60588,2719693,12044256,Midfielder
35,65,69,98,23,32,82,51,175,72,4,1,3,44045,4203964,12844009,Defender
21,62,63,79,87,35,35,90,181,87,2,5,1,56013,7938060,10974406,Defender
36,64,74,53,70,35,34,41,184,68,1,2,2,54295,1852385,9684824,Goalkeeper
17,76,56,55,52,71,44,33,162,62,1,5,2,100533,3529279,14680372,Attacker
21,53,73,81,97,60,45,41,181,76,1,1,5,43361,5030219,9623371,Midfielder
18,65,62,20,43,67,23,62,190,93,3,5,5,86312,8550539,14392037,Goalkeeper
31,79,62,61,94,58,65,50,196,91,3,5,3,107780,3828338,16628851,Goalkeeper
23,93,73,20,44,32,15,81,181,68,1,5,1,135619,20278021,17414797,Defender
17,79,49,73,47,23,41,76,186,60,4,5,2,110737,11030671,17668291,Goalkeeper
32,85,65,66,26,62,35,88,161,79,2,1,3,83692,7451230,14621165,Defender
24,52,36,58,55,65,24,76,181,64,2,3,2,62866,5263370,10665096,Defender
27,71,61,49,29,66,58,85,176,99,3,5,1,90248,10295678,14705171,Defender
18,71,96,26,55,72,65,42,179,80,5,3,2,99182,8430752,17546430,Defender
26,61,68,41,37,44,46,73,183,64,1,1,4,64006,6982364,10860614,Goalkeeper
16,70,53,69,25,60,62,64,190,63,5,4,5,92587,8203217,16935043,Goalkeeper
28,53,83,64,26,22,67,58,167,67,2,3,2,64238,6634894,11186535,Defender
30,80,67,93,31,96,92,85,164,84,3,1,1,95872,12139536,15983663,Defender
20,93,61,91,60,32,87,34,161,66,3,4,1,113465,14530347,17529804,Defender
36,80,74,29,82,37,45,96,163,96,3,5,4,106093,13992158,16473263,Defender
32,72,90,33,44,56,20,82,194,91,3,1,1,90659,4927893,14696810,Goalkeeper
21,69,82,65,72,62,36,89,193,76,3,2,4,58965,2201422,13366979,Goalkeeper
36,64,80,94,52,53,11,35,162,87,1,4,3,73770,9614932,11845325,Attacker
37,72,85,25,92,74,31,77,179,65,5,2,2,71933,2523103,15454691,Midfielder
26,77,56,40,25,71,75,64,168,95,2,5,1,94337,5246919,14656950,Defender
33,65,67,81,81,55,93,47,165,61,2,5,5,72614,6763547,12404721,Defender
19,86,91,38,85,73,26,40,164,90,3,3,2,97675,12956785,17563392,Midfielder
18,70,47,81,28,78,13,80,197,60,3,5,4,76662,10549745,14387332,Goalkeeper
28,64,93,72,86,71,23,52,194,62,3,3,2,54046,5694615,12064263,Goalkeeper
24,66,59,43,35,38,16,76,190,72,4,4,2,73711,10762620,13600134,Goalkeeper
36,86,78,75,74,31,88,88,172,90,2,2,1,118893,13981002,16838531,Defender
21,62,70,81,59,30,25,86,185,88,3,4,5,79080,7380293,13681307,Goalkeeper
27,68,42,53,45,67,75,85,181,92,5,2,3,86927,4009461,16053740,Defender
17,79,63,41,57,98,28,56,191,69,4,1,5,95779,7801607,17945893,Goalkeeper
18,94,54,87,54,35,10,64,174,97,1,4,4,93518,12033980,15564890,Attacker
18,67,95,76,87,90,40,84,170,68,4,1,5,79612,5098166,15973487,Midfielder
27,63,47,29,78,66,13,38,175,60,4,2,5,55122,5478715,12791872,Midfielder
30,85,34,85,33,86,67,47,165,96,4,3,4,86973,12873059,16770410,Attacker
24,85,48,27,66,50,65,73,170,91,5,4,5,120171,6120413,19240500,Defender
23,69,71,57,90,95,62,50,169,92,2,4,3,92147,3886287,14147774,Midfielder
26,68,47,81,91,27,52,85,175,61,3,3,2,69189,8681254,13265569,Defender
31,94,61,47,61,80,83,77,171,61,5,3,3,117724,3883787,20431826,Defender
37,93,50,29,70,63,58,30,166,64,5,5,2,127126,13626726,20447629,Defender
19,56,39,64,38,69,69,56,198,69,3,5,2,79048,5556236,13859897,Goalkeeper
16,93,66,84,85,54,25,74,186,97,4,2,5,117976,13786398,19721506,Goalkeeper
22,53,78,86,66,95,82,92,183,96,1,4,2,56734,2520713,10378858,Goalkeeper
17,83,42,28,84,80,90,87,174,61,4,3,4,70125,4881069,16006023,Defender
20,51,84,24,61,74,69,69,165,99,4,3,3,59645,1911289,12581524,Defender
22,54,46,29,57,85,56,92,178,84,2,1,2,58487,3404582,11114926,Defender
19,59,38,31,32,33,24,67,167,97,4,5,5,80413,7075623,13968806,Defender
20,81,73,77,63,23,72,58,195,96,1,1,5,84790,4350880,13851319,Goalkeeper
16,91,75,40,43,36,37,69,172,77,5,3,5,131268,13383909,20720611,Defender
16,90,37,40,49,88,29,48,192,86,4,4,1,118241,5223602,18647548,Goalkeeper
30,62,66,84,89,43,72,85,191,79,5,4,3,44725,5341364,12551517,Goalkeeper
35,88,48,22,57,68,42,73,187,93,2,1,5,118603,16675554,17066247,Goalkeeper
34,54,92,88,42,74,45,94,199,67,1,5,4,72510,5533314,10473201,Goalkeeper
25,59,75,83,93,90,22,42,169,63,3,2,5,51070,4769158,12135276,Midfielder
33,59,55,68,76,42,71,59,192,89,3,4,1,74107,6567481,11966979,Goalkeeper
18,87,75,91,98,31,77,78,160,95,2,2,3,88013,10935391,16050147,Defender
26,76,75,36,42,30,32,92,180,68,1,5,2,77355,11549327,12519268,Defender
30,70,43,92,55,94,81,64,164,71,5,1,3,63169,7471775,14089151,Defender
26,57,92,51,76,48,22,40,160,73,2,5,2,68899,3840680,11744176,Midfielder
32,50,32,89,20,81,49,78,180,94,4,3,2,45612,5178312,11179406,Defender
32,77,57,40,91,72,39,69,184,65,5,5,5,93984,9764155,17183150,Goalkeeper
21,88,58,26,22,67,34,50,179,82,4,1,4,84262,4652474,17279632,Defender
20,63,47,26,33,85,82,76,168,63,4,1,4,59995,3534630,13621998,Defender
23,70,64,46,53,67,35,32,175,60,5,5,5,93916,10174335,16878549,Midfielder
17,79,76,27,89,78,33,59,187,68,4,1,1,100005,12694458,17304875,Goalkeeper
31,70,34,92,88,90,48,96,199,68,3,3,2,94405,11469120,15560074,Goalkeeper
35,58,88,47,70,76,88,91,195,74,5,2,4,80961,8320315,14745270,Goalkeeper
27,66,88,98,48,95,70,66,198,83,2,5,3,77037,10978163,13105070,Goalkeeper
21,54,76,85,67,22,58,51,183,67,3,1,1,45386,5343087,10760220,Goalkeeper
16,80,42,90,98,51,50,60,175,87,2,2,5,88719,8430959,14751715,Midfielder
19,89,62,66,98,27,79,75,173,76,1,3,1,117191,14993955,16377160,Defender
32,87,91,29,35,49,29,74,193,94,2,5,4,80409,5215173,15202153,Goalkeeper
28,92,45,52,76,34,53,43,183,90,5,1,5,105937,6527745,19053307,Goalkeeper
33,68,73,26,29,93,25,41,170,63,2,2,4,60166,8818808,11648218,Attacker
20,85,87,22,38,74,30,92,195,73,1,3,2,105500,15189742,15710614,Goalkeeper
18,82,35,33,86,57,24,67,160,84,4,4,1,113669,15420557,18354244,Midfielder
26,62,44,63,55,34,48,76,171,99,5,1,2,75578,4211530,13778787,Defender
28,63,33,65,23,49,51,83,180,66,3,3,3,71521,7189482,13002358,Defender
19,82,85,80,94,65,70,84,168,90,3,2,2,116773,11000718,17975579,Defender
29,78,93,55,52,83,13,77,198,94,2,5,1,93059,5059898,14999827,Goalkeeper
37,92,97,32,47,45,33,44,162,97,3,2,3,108842,9113839,17629468,Defender
26,85,63,35,28,97,12,45,175,79,1,5,4,95540,8199004,14990259,Attacker
25,93,85,24,94,86,10,72,163,75,3,3,3,97605,5746466,17340918,Midfielder
34,59,61,57,25,55,22,36,185,81,2,3,1,57332,8289387,11172528,Goalkeeper
33,80,38,69,68,97,63,72,172,95,3,2,5,100859,8989138,16527582,Defender
21,55,92,57,95,50,91,57,179,78,4,2,3,41218,3832739,12539527,Defender
30,50,62,75,41,97,49,95,178,61,4,5,4,67731,6897011,13217379,Defender
36,56,50,82,67,59,20,89,186,63,3,1,3,55041,7509479,11533209,Goalkeeper
25,76,84,67,40,93,51,32,161,93,5,2,2,93066,8747939,17042623,Attacker
20,70,86,78,52,92,13,30,169,66,3,1,5,69251,6573020,14469934,Attacker
20,77,31,96,75,65,34,60,184,73,4,1,1,96607,5682732,16326442,Goalkeeper
25,65,42,63,48,61,45,85,178,91,4,1,5,80794,8268301,14610438,Defender
20,72,33,74,72,37,73,75,174,76,1,3,2,78030,5909831,12421889,Defender
18,69,79,74,59,55,53,61,198,96,2,3,5,50364,5419860,11702350,Goalkeeper
21,87,77,20,93,95,49,47,183,73,1,1,2,84928,5612854,15106172,Goalkeeper
